index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
1992,44698070110007,S,Ocean Grove Charter,San Lorenzo Valley Unified,Santa Cruz,75,20,620.0,546.0,554.0,15.0,75.0
1993,44698074430179,S,SLVUSD Charter,San Lorenzo Valley Unified,Santa Cruz,20,0,,,,,
1994,44698074436754,S,San Lorenzo Valley High,San Lorenzo Valley Unified,Santa Cruz,170,94,535.0,521.0,517.0,52.0,55.32
1995,44698230000000,D,,Santa Cruz City High,Santa Cruz,932,413,531.0,534.0,528.0,263.0,63.68
1996,44698234430096,S,Ark Independent Studies,Santa Cruz City High,Santa Cruz,34,1,,,,,
1997,44698234430187,S,Delta Charter,Santa Cruz City High,Santa Cruz,52,1,,,,,
1998,44698234430195,S,Alternative Family Education,Santa Cruz City High,Santa Cruz,13,0,,,,,
1999,44698234432340,S,Harbor High,Santa Cruz City High,Santa Cruz,242,123,498.0,518.0,497.0,60.0,48.78
2000,44698234437109,S,Santa Cruz High,Santa Cruz City High,Santa Cruz,266,161,555.0,570.0,547.0,116.0,72.05
2001,44698234437406,S,Soquel High,Santa Cruz City High,Santa Cruz,251,127,534.0,505.0,532.0,85.0,66.93
2002,44754320000000,D,,Scotts Valley Unified,Santa Cruz,174,121,550.0,551.0,547.0,88.0,72.73
2003,44754324430211,S,Scotts Valley High,Scotts Valley Unified,Santa Cruz,174,121,550.0,551.0,547.0,88.0,72.73
2004,45000000000000,C,,,Shasta,2117,469,538.0,540.0,516.0,301.0,64.18
2005,45104540000000,D,,Shasta County Office of Education,Shasta,58,0,,,,,
2006,45698560000000,D,,Anderson Union High,Shasta,470,97,498.0,507.0,477.0,52.0,53.61
2007,45698564530028,S,West Valley High,Anderson Union High,Shasta,219,65,498.0,512.0,480.0,35.0,53.85
2008,45698564530051,S,Oakview High (Alternative),Anderson Union High,Shasta,43,0,,,,,
2009,45698564530333,S,Anderson New Technology High,Anderson Union High,Shasta,43,10,,,,,
2010,45698564530804,S,Anderson High,Anderson Union High,Shasta,140,22,472.0,484.0,455.0,8.0,36.36
2011,45699890000000,D,,Fall River Joint Unified,Shasta,63,21,513.0,530.0,510.0,12.0,57.14
2012,45699894531000,S,Burney Junior-Senior High,Fall River Joint Unified,Shasta,21,4,,,,,
2013,45699894533600,S,Fall River Junior-Senior High,Fall River Joint Unified,Shasta,36,17,508.0,535.0,511.0,10.0,58.82
2014,45701100000000,D,,Redding Elementary,Shasta,23,2,,,,,
2015,45701104530341,S,Stellar Secondary Charter High,Redding Elementary,Shasta,23,2,,,,,
2016,45701360000000,D,,Shasta Union High,Shasta,1226,302,558.0,559.0,535.0,214.0,70.86
2017,45701360106013,S,University Preparatory,Shasta Union High,Shasta,94,74,577.0,568.0,551.0,59.0,79.73
2018,45701364530044,S,Foothill High,Shasta Union High,Shasta,278,60,557.0,577.0,528.0,46.0,76.67
2019,45701364530267,S,Shasta Charter Academy,Shasta Union High,Shasta,69,8,,,,,
2020,45701364530309,S,North State Independence High,Shasta Union High,Shasta,62,0,,,,,
2021,45701364532750,S,Enterprise High,Shasta Union High,Shasta,289,70,536.0,544.0,507.0,40.0,57.14
2022,45701364537304,S,Shasta High,Shasta Union High,Shasta,292,90,554.0,549.0,546.0,61.0,67.78
2023,45701690000000,D,,Whitmore Union Elementary,Shasta,11,0,,,,,
2024,45701690129957,S,Northern Summit Academy,Whitmore Union Elementary,Shasta,11,0,,,,,
2025,45752670000000,D,,Gateway Unified,Shasta,266,47,507.0,493.0,478.0,22.0,46.81
2026,45752670120170,S,Academy of Personalized Learning,Gateway Unified,Shasta,72,9,,,,,
2027,45752674530101,S,Gateway Educational Options,Gateway Unified,Shasta,16,0,,,,,
2028,45752674531901,S,Central Valley High,Gateway Unified,Shasta,150,38,483.0,487.0,467.0,15.0,39.47
2029,46000000000000,C,,,Sierra,24,10,,,,,
2030,46701770000000,D,,Sierra-Plumas Joint Unified,Sierra,24,10,,,,,
2031,46701774632303,S,Downieville Junior-Senior High,Sierra-Plumas Joint Unified,Sierra,4,1,,,,,
2032,46701774634259,S,Loyalton High,Sierra-Plumas Joint Unified,Sierra,16,9,,,,,
2033,47000000000000,C,,,Siskiyou,390,136,510.0,503.0,485.0,63.0,46.32
2034,47104700000000,D,,Siskiyou County Office of Education,Siskiyou,40,1,,,,,
2035,47104700117168,S,Golden Eagle Charter,Siskiyou County Office of Education,Siskiyou,28,1,,,,,
2036,47702500000000,D,,Dunsmuir Joint Union High,Siskiyou,14,3,,,,,
2037,47702504732707,S,Dunsmuir High,Dunsmuir Joint Union High,Siskiyou,14,3,,,,,
2038,47704660000000,D,,Siskiyou Union High,Siskiyou,118,55,504.0,489.0,491.0,26.0,47.27
2039,47704664734356,S,Happy Camp High,Siskiyou Union High,Siskiyou,14,7,,,,,
2040,47704664735403,S,Mt. Shasta High,Siskiyou Union High,Siskiyou,57,32,529.0,501.0,513.0,17.0,53.13
2041,47704664738753,S,Weed High,Siskiyou Union High,Siskiyou,36,16,474.0,481.0,467.0,8.0,50.0
2042,47705160000000,D,,Yreka Union High,Siskiyou,160,53,517.0,520.0,482.0,24.0,45.28
2043,47705164739207,S,Yreka High,Yreka Union High,Siskiyou,147,53,517.0,520.0,482.0,24.0,45.28
2044,47736840000000,D,,Butte Valley Unified,Siskiyou,16,3,,,,,
2045,47736844731253,S,Butte Valley High,Butte Valley Unified,Siskiyou,16,3,,,,,
2046,47764550000000,D,,Scott Valley Unified,Siskiyou,42,21,527.0,516.0,488.0,11.0,52.38
2047,47764554733309,S,Etna Union High,Scott Valley Unified,Siskiyou,37,21,527.0,516.0,488.0,11.0,52.38
2048,48000000000000,C,,,Solano,4759,1678,495.0,503.0,486.0,791.0,47.14
2049,48104880000000,D,,Solano County Office of Education,Solano,54,0,,,,,
2050,48705240000000,D,,Benicia Unified,Solano,443,183,554.0,560.0,538.0,126.0,68.85
2051,48705244831004,S,Benicia High,Benicia Unified,Solano,396,183,554.0,560.0,538.0,126.0,68.85
2052,48705320000000,D,,Dixon Unified,Solano,337,133,489.0,517.0,472.0,65.0,48.87
2053,48705324832259,S,Dixon High,Dixon Unified,Solano,286,133,489.0,517.0,472.0,65.0,48.87
2054,48705400000000,D,,Fairfield-Suisun Unified,Solano,1574,521,487.0,487.0,484.0,216.0,41.46
2055,48705400123356,S,Matt Garcia Learning Center,Fairfield-Suisun Unified,Solano,31,0,,,,,
2056,48705404830170,S,Angelo Rodriguez High,Fairfield-Suisun Unified,Solano,477,251,490.0,487.0,489.0,111.0,44.22
2057,48705404830451,S,Armijo High,Fairfield-Suisun Unified,Solano,496,181,498.0,504.0,494.0,80.0,44.2
2058,48705404833000,S,Fairfield High,Fairfield-Suisun Unified,Solano,291,89,458.0,453.0,451.0,25.0,28.09
2059,48705650000000,D,,Travis Unified,Solano,375,180,513.0,510.0,504.0,98.0,54.44
2060,48705654838801,S,Vanden High,Travis Unified,Solano,325,180,513.0,510.0,504.0,98.0,54.44
2061,48705730000000,D,,Vacaville Unified,Solano,966,425,500.0,520.0,491.0,225.0,52.94
2062,48705734830089,S,Will C. Wood High,Vacaville Unified,Solano,335,137,487.0,523.0,475.0,59.0,43.07
2063,48705734830113,S,Elise P. Buckingham Charter Magnet High,Vacaville Unified,Solano,120,51,545.0,537.0,533.0,39.0,76.47
2064,48705734837803,S,Vacaville High,Vacaville Unified,Solano,453,237,499.0,515.0,492.0,127.0,53.59
2065,48705810000000,D,,Vallejo City Unified,Solano,1010,236,446.0,449.0,436.0,61.0,25.85
2066,48705814830147,S,Jesse M. Bethel High,Vallejo City Unified,Solano,391,144,453.0,464.0,447.0,45.0,31.25
2067,48705814830196,S,MIT Academy,Vallejo City Unified,Solano,64,0,,,,,
2068,48705814838504,S,Vallejo High,Vallejo City Unified,Solano,395,92,434.0,426.0,418.0,16.0,17.39
2069,49000000000000,C,,,Sonoma,5283,1831,523.0,530.0,517.0,1069.0,58.38
2070,49104960000000,D,,Sonoma County Office of Education,Sonoma,115,0,,,,,
2071,49706070000000,D,,West Sonoma County Union High,Sonoma,507,219,545.0,551.0,535.0,147.0,67.12
2072,49706074930400,S,Analy High,West Sonoma County Union High,Sonoma,300,154,551.0,563.0,544.0,109.0,70.78
2073,49706074931507,S,El Molino High,West Sonoma County Union High,Sonoma,162,65,532.0,523.0,514.0,38.0,58.46
2074,49706560000000,D,,Cloverdale Unified,Sonoma,107,37,465.0,473.0,468.0,10.0,27.03
2075,49706564930855,S,Cloverdale High,Cloverdale Unified,Sonoma,89,37,465.0,473.0,468.0,10.0,27.03
2076,49707060000000,D,,Geyserville Unified,Sonoma,23,0,,,,,
2077,49707060129981,S,Geyserville New Tech Academy,Geyserville Unified,Sonoma,20,0,,,,,
2078,49707300000000,D,,Harmony Union Elementary,Sonoma,59,5,,,,,
2079,49707306120588,S,Pathways Charter,Harmony Union Elementary,Sonoma,59,5,,,,,
2080,49707970000000,D,,Liberty Elementary,Sonoma,69,4,,,,,
2081,49707970107284,S,California Virtual Academy @ Sonoma,Liberty Elementary,Sonoma,69,4,,,,,
2082,49708390000000,D,,Oak Grove Union Elementary,Sonoma,36,2,,,,,
2083,49708390120584,S,Pivot Online Charter - North Bay,Oak Grove Union Elementary,Sonoma,36,2,,,,,
2084,49708620000000,D,,Petaluma Joint Union High,Sonoma,809,377,543.0,551.0,536.0,256.0,67.9
2085,49708620128157,S,Gateway to College Academy,Petaluma Joint Union High,Sonoma,32,0,,,,,
2086,49708624930012,S,Casa Grande High,Petaluma Joint Union High,Sonoma,402,201,526.0,549.0,525.0,124.0,61.69
2087,49708624930236,S,Valley Oaks High (Alternative),Petaluma Joint Union High,Sonoma,22,2,,,,,
2088,49708624935151,S,Petaluma High,Petaluma Joint Union High,Sonoma,305,174,560.0,553.0,550.0,131.0,75.29
2089,49708700000000,D,,Piner-Olivet Union Elementary,Sonoma,16,1,,,,,
2090,49708700106344,S,Northwest Prep Charter,Piner-Olivet Union Elementary,Sonoma,16,1,,,,,
2091,49709040000000,D,,Roseland,Sonoma,114,80,406.0,406.0,410.0,7.0,8.75
2092,49709040101923,S,Roseland Charter,Roseland,Sonoma,114,80,406.0,406.0,410.0,7.0,8.75
2093,49709200000000,D,,Santa Rosa High,Sonoma,2045,592,538.0,551.0,533.0,385.0,65.03
2094,49709200108811,S,Abraxis Charter,Santa Rosa High,Sonoma,18,0,,,,,
2095,49709204930160,S,Elsie Allen High,Santa Rosa High,Sonoma,233,52,451.0,476.0,457.0,12.0,23.08
2096,49709204930244,S,Maria Carrillo High,Santa Rosa High,Sonoma,351,180,571.0,587.0,563.0,145.0,80.56
2097,49709204934154,S,Montgomery High,Santa Rosa High,Sonoma,420,147,540.0,563.0,535.0,98.0,66.67
2098,49709204935292,S,Piner High,Santa Rosa High,Sonoma,226,71,480.0,490.0,476.0,30.0,42.25
2099,49709204936803,S,Santa Rosa High,Santa Rosa High,Sonoma,462,142,554.0,550.0,549.0,100.0,70.42
2100,49709530000000,D,,Sonoma Valley Unified,Sonoma,306,139,478.0,496.0,481.0,61.0,43.88
2101,49709534937256,S,Sonoma Valley High,Sonoma Valley Unified,Sonoma,295,139,478.0,496.0,481.0,61.0,43.88
2102,49709610000000,D,,Twin Hills Union Elementary,Sonoma,25,5,,,,,
2103,49709614930319,S,Orchard View,Twin Hills Union Elementary,Sonoma,25,5,,,,,
2104,49738820000000,D,,Cotati-Rohnert Park Unified,Sonoma,465,155,499.0,508.0,489.0,71.0,45.81
2105,49738820123786,S,Credo High,Cotati-Rohnert Park Unified,Sonoma,30,0,,,,,
2106,49738820127092,S,Academy of Arts and Sciences: Sonoma,Cotati-Rohnert Park Unified,Sonoma,7,2,,,,,
2107,49738824930384,S,Technology High,Cotati-Rohnert Park Unified,Sonoma,55,35,574.0,587.0,567.0,30.0,85.71
2108,49738824935482,S,Rancho Cotate High,Cotati-Rohnert Park Unified,Sonoma,351,118,478.0,484.0,467.0,40.0,33.9
2109,49753580000000,D,,Windsor Unified,Sonoma,429,160,518.0,496.0,516.0,86.0,53.75
2110,49753584930228,S,Windsor High,Windsor Unified,Sonoma,367,160,518.0,496.0,516.0,86.0,53.75
2111,49753900000000,D,,Healdsburg Unified,Sonoma,158,55,518.0,526.0,508.0,31.0,56.36
2112,49753904932554,S,Healdsburg High,Healdsburg Unified,Sonoma,147,55,518.0,526.0,508.0,31.0,56.36
2113,50000000000000,C,,,Stanislaus,8331,2768,475.0,479.0,467.0,1009.0,36.45
2114,50105040000000,D,,Stanislaus County Office of Education,Stanislaus,625,15,523.0,476.0,489.0,8.0,53.33
2115,50105040129023,S,Stanislaus Alternative Charter,Stanislaus County Office of Education,Stanislaus,274,0,,,,,
2116,50105045030234,S,Valley Charter High,Stanislaus County Office of Education,Stanislaus,60,15,523.0,476.0,489.0,8.0,53.33
2117,50710430000000,D,,Ceres Unified,Stanislaus,934,368,450.0,450.0,446.0,98.0,26.63
2118,50710430107136,S,Whitmore Charter High,Ceres Unified,Stanislaus,40,18,561.0,522.0,542.0,11.0,61.11
2119,50710430108076,S,Central Valley High,Ceres Unified,Stanislaus,359,203,434.0,434.0,433.0,43.0,21.18
2120,50710435030168,S,Endeavor Alternative,Ceres Unified,Stanislaus,71,0,,,,,
2121,50710435030879,S,Ceres High,Ceres Unified,Stanislaus,358,147,458.0,464.0,450.0,44.0,29.93
2122,50710680000000,D,,Denair Unified,Stanislaus,181,46,467.0,450.0,447.0,11.0,23.91
2123,50710685030267,S,Denair Charter Academy,Denair Unified,Stanislaus,98,2,,,,,
2124,50710685031521,S,Denair High,Denair Unified,Stanislaus,83,44,473.0,450.0,449.0,11.0,25.0
2125,50710920000000,D,,Hart-Ransom Union Elementary,Stanislaus,5,2,,,,,
2126,50710926112965,S,Hart-Ransom Academic Charter,Hart-Ransom Union Elementary,Stanislaus,5,2,,,,,
2127,50711340000000,D,,Keyes Union,Stanislaus,29,6,,,,,
2128,50711346113286,S,Keyes to Learning Charter,Keyes Union,Stanislaus,29,6,,,,,
2129,50711750000000,D,,Modesto City High,Stanislaus,3585,1244,484.0,487.0,472.0,496.0,39.87
2130,50711750110593,S,James C. Enochs High,Modesto City High,Stanislaus,546,245,499.0,514.0,487.0,118.0,48.16
2131,50711750120212,S,Aspire Vanguard College Preparatory Academy,Modesto City High,Stanislaus,10,10,,,,,
2132,50711750121129,S,Joseph A. Gregori High,Modesto City High,Stanislaus,528,233,480.0,479.0,465.0,82.0,35.19
2133,50711755030010,S,Fred C. Beyer High,Modesto City High,Stanislaus,527,152,509.0,509.0,489.0,75.0,49.34
2134,50711755030135,S,Peter Johansen High,Modesto City High,Stanislaus,404,140,449.0,446.0,435.0,33.0,23.57
2135,50711755031380,S,Grace M. Davis High,Modesto City High,Stanislaus,309,81,460.0,454.0,442.0,21.0,25.93
2136,50711755031802,S,Thomas Downey High,Modesto City High,Stanislaus,392,136,494.0,499.0,483.0,62.0,45.59
2137,50711755034905,S,Modesto High,Modesto City High,Stanislaus,539,247,481.0,484.0,479.0,101.0,40.89
2138,50712170000000,D,,Patterson Joint Unified,Stanislaus,447,163,441.0,435.0,437.0,34.0,20.86
2139,50712175030127,S,Del Puerto High,Patterson Joint Unified,Stanislaus,96,1,,,,,
2140,50712175036256,S,Patterson High,Patterson Joint Unified,Stanislaus,350,162,440.0,435.0,437.0,34.0,20.99
2141,50736010000000,D,,Newman-Crows Landing Unified,Stanislaus,203,76,428.0,452.0,444.0,22.0,28.95
2142,50736015035902,S,Orestimba High,Newman-Crows Landing Unified,Stanislaus,182,76,428.0,452.0,444.0,22.0,28.95
2143,50755490000000,D,,Hughson Unified,Stanislaus,181,87,471.0,476.0,456.0,26.0,29.89
2144,50755495032651,S,Hughson High,Hughson Unified,Stanislaus,168,87,471.0,476.0,456.0,26.0,29.89
2145,50755560000000,D,,Riverbank Unified,Stanislaus,183,66,433.0,458.0,434.0,16.0,24.24
2146,50755565036850,S,Riverbank High,Riverbank Unified,Stanislaus,136,66,433.0,458.0,434.0,16.0,24.24
2147,50755640000000,D,,Oakdale Joint Unified,Stanislaus,435,140,509.0,510.0,501.0,64.0,45.71
2148,50755645030176,S,Oakdale Charter High,Oakdale Joint Unified,Stanislaus,16,2,,,,,
2149,50755645030192,S,Valley Oak Junior and Senior High,Oakdale Joint Unified,Stanislaus,14,0,,,,,
2150,50755645035654,S,Oakdale High,Oakdale Joint Unified,Stanislaus,353,138,509.0,511.0,502.0,64.0,46.38
2151,50755720000000,D,,Waterford Unified,Stanislaus,366,91,493.0,491.0,479.0,39.0,42.86
2152,50755725030259,S,Waterford High,Waterford Unified,Stanislaus,145,57,464.0,481.0,465.0,21.0,36.84
2153,50755725030317,S,Connecting Waters Charter,Waterford Unified,Stanislaus,203,34,541.0,506.0,504.0,18.0,52.94
2154,50757390000000,D,,Turlock Unified,Stanislaus,1157,464,484.0,494.0,479.0,192.0,41.38
2155,50757390124669,S,eCademy Charter at Crane,Turlock Unified,Stanislaus,36,1,,,,,
2156,50757390131185,S,Fusion Charter,Turlock Unified,Stanislaus,31,0,,,,,
2157,50757395030283,S,John H. Pitman High,Turlock Unified,Stanislaus,467,234,483.0,495.0,480.0,100.0,42.74
2158,50757395036884,S,Roselawn High,Turlock Unified,Stanislaus,134,1,,,,,
2159,50757395037700,S,Turlock High,Turlock Unified,Stanislaus,484,228,486.0,493.0,479.0,91.0,39.91
2160,51000000000000,C,,,Sutter,1640,466,482.0,492.0,470.0,175.0,37.55
2161,51105120000000,D,,Sutter County Office of Education,Sutter,102,0,,,,,
2162,51713730000000,D,,East Nicolaus Joint Union High,Sutter,79,34,507.0,505.0,487.0,17.0,50.0
2163,51713735132758,S,East Nicolaus High,East Nicolaus Joint Union High,Sutter,79,34,507.0,505.0,487.0,17.0,50.0
2164,51713990000000,D,,Live Oak Unified,Sutter,119,59,434.0,457.0,426.0,7.0,11.86
2165,51713995135256,S,Live Oak High,Live Oak Unified,Sutter,100,59,434.0,457.0,426.0,7.0,11.86
2166,51714070000000,D,,Marcum-Illinois Union Elementary,Sutter,150,13,523.0,488.0,465.0,6.0,46.15
2167,51714070109793,S,South Sutter Charter,Marcum-Illinois Union Elementary,Sutter,150,13,523.0,488.0,465.0,6.0,46.15
2168,51714150000000,D,,Meridian Elementary,Sutter,67,0,,,,,
2169,51714150129007,S,California Virtual Academy @ Sutter,Meridian Elementary,Sutter,67,0,,,,,
2170,51714490000000,D,,Sutter Union High,Sutter,176,78,492.0,499.0,471.0,32.0,41.03
2171,51714495137500,S,Sutter High,Sutter Union High,Sutter,161,78,492.0,499.0,471.0,32.0,41.03
2172,51714640000000,D,,Yuba City Unified,Sutter,947,282,485.0,496.0,476.0,113.0,40.07
2173,51714640107722,S,River Valley High,Yuba City Unified,Sutter,383,145,488.0,502.0,479.0,64.0,44.14
2174,51714645130018,S,Albert Powell Continuation,Yuba City Unified,Sutter,113,2,,,,,
2175,51714645130075,S,Yuba City Unified Alternative,Yuba City Unified,Sutter,38,0,,,,,
2176,51714645130125,S,Yuba City Charter,Yuba City Unified,Sutter,16,1,,,,,
2177,51714645139001,S,Yuba City High,Yuba City Unified,Sutter,394,134,483.0,493.0,476.0,49.0,36.57
2178,52000000000000,C,,,Tehama,718,158,485.0,496.0,467.0,65.0,41.14
2179,52105200000000,D,,Tehama County Office of Education,Tehama,42,1,,,,,
2180,52105206119671,S,Tehama eLearning Academy,Tehama County Office of Education,Tehama,34,1,,,,,
2181,52715060000000,D,,Corning Union High,Tehama,258,53,478.0,469.0,452.0,17.0,32.08
2182,52715065231709,S,Corning High,Corning Union High,Tehama,230,53,478.0,469.0,452.0,17.0,32.08
2183,52715710000000,D,,Los Molinos Unified,Tehama,38,20,449.0,445.0,412.0,4.0,20.0
2184,52715715235106,S,Los Molinos High,Los Molinos Unified,Tehama,37,20,449.0,445.0,412.0,4.0,20.0
2185,52716390000000,D,,Red Bluff Joint Union High,Tehama,380,84,499.0,526.0,490.0,44.0,52.38
2186,52716395237201,S,Red Bluff High,Red Bluff Joint Union High,Tehama,334,84,499.0,526.0,490.0,44.0,52.38
2187,53000000000000,C,,,Trinity,114,35,500.0,491.0,469.0,18.0,51.43
2188,53738330000000,D,,Southern Trinity Joint Unified,Trinity,5,2,,,,,
2189,53738335337423,S,Southern Trinity High,Southern Trinity Joint Unified,Trinity,4,2,,,,,
2190,53750280000000,D,,Mountain Valley Unified,Trinity,23,3,,,,,
2191,53750285337407,S,Hayfork High,Mountain Valley Unified,Trinity,19,3,,,,,
2192,53765130000000,D,,Trinity Alps Unified,Trinity,85,30,498.0,490.0,462.0,15.0,50.0
2193,53765135337456,S,Trinity High,Trinity Alps Unified,Trinity,84,30,498.0,490.0,462.0,15.0,50.0
2194,54000000000000,C,,,Tulare,7146,2318,453.0,458.0,449.0,653.0,28.17
2195,54105460000000,D,,Tulare County Office of Education,Tulare,241,28,541.0,498.0,519.0,18.0,64.29
2196,54105460119602,S,University Preparatory High,Tulare County Office of Education,Tulare,35,23,514.0,481.0,498.0,13.0,56.52
2197,54105465430327,S,La Sierra High,Tulare County Office of Education,Tulare,40,0,,,,,
2198,54105466119291,S,Eleanor Roosevelt Community Learning Center,Tulare County Office of Education,Tulare,8,5,,,,,
2199,54718030000000,D,,Alpaugh Unified,Tulare,48,9,,,,,
2200,54718030112458,S,Central California Connections Academy,Alpaugh Unified,Tulare,33,3,,,,,
2201,54718035430301,S,Alpaugh Junior-Senior High,Alpaugh Unified,Tulare,13,6,,,,,
2202,54718370000000,D,,Burton Elementary,Tulare,47,11,405.0,391.0,396.0,2.0,18.18
2203,54718370109009,S,Summit Charter Academy,Burton Elementary,Tulare,23,10,,,,,
2204,54718370122705,S,Burton Pathways Charter Academy,Burton Elementary,Tulare,24,1,,,,,
2205,54718600000000,D,,Cutler-Orosi Joint Unified,Tulare,276,97,412.0,419.0,414.0,11.0,11.34
2206,54718605430095,S,Esperanza High,Cutler-Orosi Joint Unified,Tulare,20,0,,,,,
