index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
1089,28662660121087,S,American Canyon High,Napa Valley Unified,Napa,355,160,469.0,463.0,470.0,57.0,35.63
1090,28662662830016,S,Vintage High,Napa Valley Unified,Napa,389,201,491.0,494.0,489.0,92.0,45.77
1091,28662662830115,S,New Technology High,Napa Valley Unified,Napa,80,43,522.0,469.0,500.0,22.0,51.16
1092,28662662835601,S,Napa High,Napa Valley Unified,Napa,409,168,513.0,521.0,500.0,83.0,49.4
1093,28662900000000,D,,Saint Helena Unified,Napa,136,51,523.0,471.0,513.0,24.0,47.06
1094,28662902837102,S,Saint Helena High,Saint Helena Unified,Napa,136,51,523.0,471.0,513.0,24.0,47.06
1095,29000000000000,C,,,Nevada,2569,279,552.0,546.0,533.0,198.0,70.97
1096,29102980000000,D,,Nevada County Office of Education,Nevada,1799,55,512.0,486.0,496.0,29.0,52.73
1097,29102980114314,S,Bitney College Preparatory High,Nevada County Office of Education,Nevada,27,24,506.0,473.0,482.0,11.0,45.83
1098,29102980126219,S,Forest Charter,Nevada County Office of Education,Nevada,92,30,522.0,500.0,508.0,18.0,60.0
1099,29102980130823,S,EPIC de Cesar Chavez,Nevada County Office of Education,Nevada,81,0,,,,,
1100,29102982930147,S,Muir Charter,Nevada County Office of Education,Nevada,1587,1,,,,,
1101,29663570000000,D,,Nevada Joint Union High,Nevada,755,224,562.0,561.0,542.0,169.0,75.45
1102,29663570112367,S,William & Marian Ghidotti High,Nevada Joint Union High,Nevada,32,32,622.0,608.0,576.0,29.0,90.63
1103,29663572930030,S,North Point Academy,Nevada Joint Union High,Nevada,38,0,,,,,
1104,29663572930048,S,Bear River High,Nevada Joint Union High,Nevada,156,70,555.0,555.0,540.0,57.0,81.43
1105,29663572935500,S,Nevada Union High,Nevada Joint Union High,Nevada,419,122,550.0,552.0,534.0,83.0,68.03
1106,29768770000000,D,,Penn Valley Union Elementary,Nevada,15,0,,,,,
1107,29768776111371,S,Vantage Point Charter,Penn Valley Union Elementary,Nevada,15,0,,,,,
1108,30000000000000,C,,,Orange,41455,19076,516.0,536.0,513.0,10758.0,56.4
1109,30103060000000,D,,Orange County Department of Education,Orange,1273,39,531.0,527.0,528.0,26.0,66.67
1110,30103063030632,S,OCCS:CHEP/PCHS,Orange County Department of Education,Orange,132,39,531.0,527.0,528.0,26.0,66.67
1111,30664310000000,D,,Anaheim Union High,Orange,5435,2073,483.0,503.0,481.0,868.0,41.87
1112,30664313030038,S,Cypress High,Anaheim Union High,Orange,681,369,521.0,551.0,513.0,211.0,57.18
1113,30664313030228,S,Anaheim High,Anaheim Union High,Orange,739,255,436.0,448.0,432.0,56.0,21.96
1114,30664313030384,S,Polaris High (Alternative),Anaheim Union High,Orange,156,0,,,,,
1115,30664313030616,S,Oxford Academy,Anaheim Union High,Orange,176,167,627.0,669.0,634.0,164.0,98.2
1116,30664313032786,S,Gilbert High (Continuation),Anaheim Union High,Orange,515,1,,,,,
1117,30664313033057,S,Katella High,Anaheim Union High,Orange,626,268,444.0,451.0,428.0,59.0,22.01
1118,30664313033115,S,John F. Kennedy High,Anaheim Union High,Orange,592,309,524.0,551.0,529.0,196.0,63.43
1119,30664313033784,S,Loara High,Anaheim Union High,Orange,566,215,441.0,455.0,445.0,54.0,25.12
1120,30664313034204,S,Magnolia High,Anaheim Union High,Orange,389,159,442.0,447.0,443.0,38.0,23.9
1121,30664313036712,S,Savanna High,Anaheim Union High,Orange,486,192,437.0,455.0,444.0,46.0,23.96
1122,30664313038239,S,Western High,Anaheim Union High,Orange,469,138,462.0,483.0,444.0,44.0,31.88
1123,30664490000000,D,,Brea-Olinda Unified,Orange,532,252,520.0,544.0,521.0,155.0,61.51
1124,30664493030624,S,Brea Canyon High (Continuation),Brea-Olinda Unified,Orange,37,1,,,,,
1125,30664493030640,S,Brea-Olinda High,Brea-Olinda Unified,Orange,488,251,520.0,545.0,521.0,155.0,61.75
1126,30664640000000,D,,Capistrano Unified,Orange,4370,2183,546.0,551.0,535.0,1506.0,68.99
1127,30664640106765,S,Capistrano Connections Academy,Capistrano Unified,Orange,269,53,537.0,513.0,512.0,34.0,64.15
1128,30664640113381,S,San Juan Hills High,Capistrano Unified,Orange,523,262,545.0,533.0,534.0,167.0,63.74
1129,30664640124131,S,California Preparatory Academy,Capistrano Unified,Orange,48,6,,,,,
1130,30664643030210,S,Capistrano Valley High,Capistrano Unified,Orange,650,331,542.0,558.0,537.0,227.0,68.58
1131,30664643030574,S,Aliso Niguel High,Capistrano Unified,Orange,733,417,563.0,574.0,548.0,312.0,74.82
1132,30664643030756,S,Tesoro High,Capistrano Unified,Orange,571,339,549.0,569.0,545.0,247.0,72.86
1133,30664643035987,S,Junipero Serra High,Capistrano Unified,Orange,94,4,,,,,
1134,30664643036001,S,San Clemente High,Capistrano Unified,Orange,737,406,537.0,530.0,522.0,266.0,65.52
1135,30664643038569,S,Dana Hills High,Capistrano Unified,Orange,690,362,540.0,541.0,527.0,243.0,67.13
1136,30664646120356,S,Opportunities for Learning - Capistrano,Capistrano Unified,Orange,30,3,,,,,
1137,30665140000000,D,,Fullerton Joint Union High,Orange,3574,1831,534.0,563.0,537.0,1157.0,63.19
1138,30665143030335,S,La Sierra High (Alternative),Fullerton Joint Union High,Orange,131,1,,,,,
1139,30665143030855,S,Buena Park High,Fullerton Joint Union High,Orange,469,241,456.0,456.0,449.0,68.0,28.22
1140,30665143032505,S,Fullerton Union High,Fullerton Joint Union High,Orange,502,205,494.0,518.0,499.0,103.0,50.24
1141,30665143033362,S,La Habra High,Fullerton Joint Union High,Orange,509,235,491.0,501.0,474.0,103.0,43.83
1142,30665143033610,S,La Vista High (Continuation),Fullerton Joint Union High,Orange,274,2,,,,,
1143,30665143037090,S,Sonora High,Fullerton Joint Union High,Orange,461,219,511.0,530.0,517.0,131.0,59.82
1144,30665143037348,S,Sunny Hills High,Fullerton Joint Union High,Orange,565,387,538.0,586.0,551.0,281.0,72.61
1145,30665143037496,S,Troy High,Fullerton Joint Union High,Orange,660,541,611.0,653.0,617.0,470.0,86.88
1146,30665220000000,D,,Garden Grove Unified,Orange,3870,2094,478.0,506.0,478.0,885.0,42.26
1147,30665223030434,S,Bolsa Grande High,Garden Grove Unified,Orange,538,359,490.0,521.0,491.0,174.0,48.47
1148,30665223032752,S,Garden Grove High,Garden Grove Unified,Orange,607,354,475.0,499.0,476.0,140.0,39.55
1149,30665223033578,S,La Quinta High,Garden Grove Unified,Orange,559,411,495.0,552.0,497.0,236.0,57.42
1150,30665223033933,S,Los Amigos High,Garden Grove Unified,Orange,405,210,436.0,455.0,441.0,52.0,24.76
1151,30665223035581,S,Pacifica High,Garden Grove Unified,Orange,447,268,501.0,522.0,498.0,135.0,50.37
1152,30665223035706,S,Rancho Alamitos High,Garden Grove Unified,Orange,454,213,476.0,503.0,478.0,84.0,39.44
1153,30665223036555,S,Santiago High,Garden Grove Unified,Orange,550,279,451.0,455.0,443.0,64.0,22.94
1154,30665480000000,D,,Huntington Beach Union High,Orange,4302,1921,525.0,550.0,520.0,1184.0,61.63
1155,30665483030145,S,Ocean View High,Huntington Beach Union High,Orange,381,170,481.0,486.0,472.0,64.0,37.65
1156,30665483030368,S,Coast High,Huntington Beach Union High,Orange,80,4,,,,,
1157,30665483031895,S,Edison High,Huntington Beach Union High,Orange,711,302,541.0,554.0,534.0,208.0,68.87
1158,30665483032158,S,Fountain Valley High,Huntington Beach Union High,Orange,934,515,542.0,578.0,543.0,362.0,70.29
1159,30665483032943,S,Huntington Beach High,Huntington Beach Union High,Orange,692,384,542.0,558.0,534.0,266.0,69.27
1160,30665483034410,S,Marina High,Huntington Beach Union High,Orange,629,272,527.0,553.0,520.0,164.0,60.29
1161,30665483038445,S,Westminster High,Huntington Beach Union High,Orange,649,274,479.0,521.0,472.0,117.0,42.7
1162,30665550000000,D,,Laguna Beach Unified,Orange,226,74,572.0,585.0,577.0,62.0,83.78
1163,30665553033206,S,Laguna Beach High,Laguna Beach Unified,Orange,222,74,572.0,585.0,577.0,62.0,83.78
1164,30665970000000,D,,Newport-Mesa Unified,Orange,1730,682,508.0,519.0,500.0,355.0,52.05
1165,30665970111666,S,Early College High,Newport-Mesa Unified,Orange,41,35,463.0,492.0,478.0,11.0,31.43
1166,30665973030186,S,Monte Vista High,Newport-Mesa Unified,Orange,31,1,,,,,
1167,30665973031697,S,Corona del Mar High,Newport-Mesa Unified,Orange,416,152,570.0,588.0,566.0,115.0,75.66
1168,30665973031853,S,Costa Mesa High,Newport-Mesa Unified,Orange,248,90,480.0,492.0,478.0,37.0,41.11
1169,30665973032000,S,Estancia High,Newport-Mesa Unified,Orange,327,154,455.0,457.0,431.0,41.0,26.62
1170,30665973034907,S,Back Bay High,Newport-Mesa Unified,Orange,94,1,,,,,
1171,30665973035045,S,Newport Harbor High,Newport-Mesa Unified,Orange,568,249,519.0,529.0,514.0,150.0,60.24
1172,30666210000000,D,,Orange Unified,Orange,2397,909,515.0,529.0,513.0,503.0,55.34
1173,30666210118174,S,OUSD Home Sch,Orange Unified,Orange,30,2,,,,,
1174,30666213030046,S,Canyon High,Orange Unified,Orange,568,315,533.0,549.0,539.0,204.0,64.76
1175,30666213031952,S,El Modena High,Orange Unified,Orange,547,201,519.0,533.0,513.0,108.0,53.73
1176,30666213035409,S,Orange High,Orange Unified,Orange,412,112,459.0,478.0,448.0,31.0,27.68
1177,30666213038098,S,Villa Park High,Orange Unified,Orange,566,279,515.0,525.0,509.0,158.0,56.63
1178,30666470000000,D,,Placentia-Yorba Linda Unified,Orange,2140,1028,533.0,559.0,528.0,663.0,64.49
1179,30666470119404,S,Yorba Linda High,Placentia-Yorba Linda Unified,Orange,437,286,540.0,571.0,543.0,201.0,70.28
1180,30666473030053,S,Esperanza High,Placentia-Yorba Linda Unified,Orange,456,202,533.0,556.0,527.0,129.0,63.86
1181,30666473030483,S,La Entrada High,Placentia-Yorba Linda Unified,Orange,29,2,,,,,
1182,30666473031929,S,El Dorado High,Placentia-Yorba Linda Unified,Orange,445,224,523.0,533.0,504.0,134.0,59.82
1183,30666473031945,S,El Camino Real Continuation High,Placentia-Yorba Linda Unified,Orange,121,1,,,,,
1184,30666473038023,S,Valencia High,Placentia-Yorba Linda Unified,Orange,635,307,533.0,571.0,532.0,194.0,63.19
1185,30666476119556,S,Parkview,Placentia-Yorba Linda Unified,Orange,12,6,,,,,
1186,30666700000000,D,,Santa Ana Unified,Orange,4181,1911,449.0,459.0,446.0,552.0,28.89
1187,30666700106567,S,Nova Academy,Santa Ana Unified,Orange,100,66,448.0,443.0,448.0,16.0,24.24
1188,30666700108365,S,Segerstrom High,Santa Ana Unified,Orange,537,302,471.0,471.0,463.0,99.0,32.78
1189,30666700114736,S,Hector G. Godinez,Santa Ana Unified,Orange,614,388,440.0,457.0,433.0,98.0,25.26
1190,30666703030475,S,Cesar E. Chavez High,Santa Ana Unified,Orange,227,1,,,,,
1191,30666703030491,S,Century High,Santa Ana Unified,Orange,430,183,395.0,404.0,395.0,18.0,9.84
1192,30666703030608,S,Middle College High,Santa Ana Unified,Orange,80,81,497.0,504.0,483.0,34.0,41.98
1193,30666703030723,S,OCSA,Santa Ana Unified,Orange,360,243,590.0,565.0,582.0,198.0,81.48
1194,30666703035821,S,Saddleback High,Santa Ana Unified,Orange,451,182,394.0,422.0,397.0,24.0,13.19
1195,30666703036357,S,Santa Ana High,Santa Ana Unified,Orange,577,239,403.0,420.0,401.0,29.0,12.13
1196,30666703036456,S,Valley High,Santa Ana Unified,Orange,528,226,403.0,432.0,415.0,36.0,15.93
1197,30736350000000,D,,Saddleback Valley Unified,Orange,2490,1162,537.0,554.0,523.0,762.0,65.58
1198,30736353030061,S,El Toro High,Saddleback Valley Unified,Orange,590,298,530.0,557.0,521.0,193.0,64.77
1199,30736353030244,S,Laguna Hills High,Saddleback Valley Unified,Orange,408,188,543.0,550.0,527.0,125.0,66.49
1200,30736353030392,S,Trabuco Hills High,Saddleback Valley Unified,Orange,682,337,535.0,554.0,517.0,216.0,64.09
1201,30736353030509,S,Mira Monte High (Alternative),Saddleback Valley Unified,Orange,32,1,,,,,
1202,30736353034956,S,Mission Viejo High,Saddleback Valley Unified,Orange,618,338,541.0,553.0,528.0,227.0,67.16
1203,30736430000000,D,,Tustin Unified,Orange,1859,1026,522.0,537.0,523.0,596.0,58.09
1204,30736430102871,S,Arnold O. Beckman High,Tustin Unified,Orange,590,384,565.0,595.0,572.0,284.0,73.96
1205,30736433032109,S,Foothill High,Tustin Unified,Orange,598,337,532.0,542.0,532.0,218.0,64.69
1206,30736433037553,S,Tustin High,Tustin Unified,Orange,569,305,458.0,457.0,453.0,94.0,30.82
1207,30736500000000,D,,Irvine Unified,Orange,2343,1374,592.0,639.0,603.0,1176.0,85.59
1208,30736503030152,S,Irvine High,Irvine Unified,Orange,461,249,568.0,609.0,583.0,192.0,77.11
1209,30736503030285,S,Woodbridge High,Irvine Unified,Orange,615,373,571.0,614.0,577.0,298.0,79.89
1210,30736503030467,S,Alternative Education-San Joaquin High,Irvine Unified,Orange,12,2,,,,,
1211,30736503030657,S,Northwood High,Irvine Unified,Orange,537,358,604.0,656.0,621.0,329.0,91.9
1212,30736503035102,S,University High,Irvine Unified,Orange,648,392,617.0,666.0,624.0,355.0,90.56
1213,30739240000000,D,,Los Alamitos Unified,Orange,728,517,528.0,541.0,517.0,308.0,59.57
1214,30739243033917,S,Los Alamitos High,Los Alamitos Unified,Orange,721,517,528.0,541.0,517.0,308.0,59.57
1215,31000000000000,C,,,Placer,5762,2851,525.0,533.0,511.0,1698.0,59.56
1216,31103140000000,D,,Placer County Office of Education,Placer,80,2,,,,,
1217,31103140119214,S,CORE Placer Charter,Placer County Office of Education,Placer,30,2,,,,,
1218,31668450000000,D,,Loomis Union Elementary,Placer,13,11,594.0,550.0,576.0,8.0,72.73
1219,31668450121418,S,John Adams Academy,Loomis Union Elementary,Placer,13,11,594.0,550.0,576.0,8.0,72.73
1220,31668940000000,D,,Placer Union High,Placer,1026,437,535.0,541.0,523.0,278.0,63.62
1221,31668940102293,S,Foresthill High,Placer Union High,Placer,45,17,505.0,535.0,490.0,9.0,52.94
1222,31668943130135,S,Maidu High Independent Study,Placer Union High,Placer,45,3,,,,,
1223,31668943131851,S,Colfax High,Placer Union High,Placer,171,75,536.0,527.0,531.0,48.0,64.0
1224,31668943132453,S,Del Oro High,Placer Union High,Placer,398,225,534.0,545.0,519.0,146.0,64.89
1225,31668943135704,S,Placer High,Placer Union High,Placer,308,117,539.0,542.0,530.0,73.0,62.39
1226,31669280000000,D,,Roseville Joint Union High,Placer,2558,1503,521.0,532.0,509.0,876.0,58.28
1227,31669280116459,S,Antelope High,Roseville Joint Union High,Placer,408,275,485.0,483.0,469.0,107.0,38.91
1228,31669283130119,S,Independence High (Alternative),Roseville Joint Union High,Placer,82,3,,,,,
1229,31669283130176,S,Woodcreek High,Roseville Joint Union High,Placer,545,313,519.0,529.0,501.0,183.0,58.47
1230,31669283130184,S,Granite Bay High,Roseville Joint Union High,Placer,550,418,555.0,575.0,551.0,314.0,75.12
1231,31669283135308,S,Oakmont High,Roseville Joint Union High,Placer,413,230,527.0,532.0,510.0,136.0,59.13
1232,31669283136504,S,Roseville High,Roseville Joint Union High,Placer,468,264,502.0,517.0,493.0,135.0,51.14
1233,31669440000000,D,,Tahoe-Truckee Unified,Placer,241,136,527.0,529.0,509.0,81.0,59.56
1234,31669443130010,S,North Tahoe High,Tahoe-Truckee Unified,Placer,71,55,518.0,512.0,508.0,34.0,61.82
1235,31669443130192,S,Cold Stream Alternative,Tahoe-Truckee Unified,Placer,2,1,,,,,
1236,31669443138500,S,Tahoe Truckee High,Tahoe-Truckee Unified,Placer,143,80,533.0,540.0,511.0,46.0,57.5
1237,31669510000000,D,,Western Placer Unified,Placer,807,158,493.0,490.0,474.0,63.0,39.87
1238,31669510122507,S,Partnerships for Student-Centered Learning,Western Placer Unified,Placer,192,8,,,,,
1239,31669513130036,S,Phoenix High (Continuation),Western Placer Unified,Placer,45,1,,,,,
1240,31669513130168,S,Horizon Charter,Western Placer Unified,Placer,239,16,484.0,452.0,456.0,5.0,31.25
1241,31669513134657,S,Lincoln High,Western Placer Unified,Placer,331,133,492.0,497.0,476.0,52.0,39.1
1242,31750850000000,D,,Rocklin Unified,Placer,1037,604,533.0,544.0,517.0,390.0,64.57
1243,31750850108084,S,Whitney High,Rocklin Unified,Placer,440,279,523.0,530.0,502.0,168.0,60.22
1244,31750850119487,S,Western Sierra Collegiate Academy,Rocklin Unified,Placer,67,41,571.0,536.0,547.0,31.0,75.61
1245,31750850128561,S,Rocklin Independent Charter Academy,Rocklin Unified,Placer,44,0,,,,,
1246,31750853130150,S,Rocklin High,Rocklin Unified,Placer,428,283,537.0,560.0,527.0,190.0,67.14
1247,31750853130200,S,Victory High,Rocklin Unified,Placer,57,1,,,,,
1248,32000000000000,C,,,Plumas,173,63,517.0,529.0,494.0,40.0,63.49
1249,32669690000000,D,,Plumas Unified,Plumas,170,63,517.0,529.0,494.0,40.0,63.49
1250,32669693230083,S,Plumas Charter,Plumas Unified,Plumas,22,6,,,,,
1251,32669693232006,S,Chester Junior/Senior High,Plumas Unified,Plumas,38,16,481.0,528.0,471.0,7.0,43.75
1252,32669693233509,S,Greenville Junior/Senior High,Plumas Unified,Plumas,15,4,,,,,
1253,32669693235603,S,Portola Junior/Senior High,Plumas Unified,Plumas,27,13,516.0,529.0,498.0,8.0,61.54
1254,32669693236007,S,Quincy Junior/Senior High,Plumas Unified,Plumas,59,24,550.0,540.0,523.0,20.0,83.33
1255,33000000000000,C,,,Riverside,33843,13426,468.0,472.0,462.0,4663.0,34.73
1256,33103300000000,D,,Riverside County Office of Education,Riverside,1025,54,488.0,456.0,479.0,20.0,37.04
1257,33103300110833,S,River Springs Charter,Riverside County Office of Education,Riverside,198,53,489.0,458.0,478.0,20.0,37.74
1258,33103300125237,S,Riverside County Education Academy,Riverside County Office of Education,Riverside,30,1,,,,,
1259,33103300128397,S,Come Back Kids,Riverside County Office of Education,Riverside,387,0,,,,,
1260,33103300128777,S,Gateway College and Career Academy,Riverside County Office of Education,Riverside,156,0,,,,,
1261,33316253330834,S,California School for the Deaf-Riverside,California School for the Deaf-Riverside (State Sp,Riverside,71,1,,,,,
1262,33669770000000,D,,Alvord Unified,Riverside,1427,508,459.0,466.0,447.0,150.0,29.53
1263,33669770126896,S,Alvord Alternative Continuation High,Alvord Unified,Riverside,80,0,,,,,
1264,33669773330008,S,La Sierra High,Alvord Unified,Riverside,700,298,473.0,478.0,458.0,103.0,34.56
1265,33669773334299,S,Norte Vista High,Alvord Unified,Riverside,490,210,439.0,450.0,432.0,47.0,22.38
1266,33669850000000,D,,Banning Unified,Riverside,344,97,419.0,407.0,414.0,14.0,14.43
1267,33669853330214,S,Banning High,Banning Unified,Riverside,239,97,419.0,407.0,414.0,14.0,14.43
1268,33669853330974,S,Banning Independent Study,Banning Unified,Riverside,36,0,,,,,
1269,33669930000000,D,,Beaumont Unified,Riverside,654,242,474.0,465.0,474.0,90.0,37.19
1270,33669930129882,S,21st Century Learning Institute,Beaumont Unified,Riverside,27,0,,,,,
1271,33669933330479,S,Beaumont Senior High,Beaumont Unified,Riverside,578,242,474.0,465.0,474.0,90.0,37.19
1272,33670330000000,D,,Corona-Norco Unified,Riverside,4370,2109,489.0,500.0,485.0,970.0,45.99
1273,33670330110627,S,Eleanor Roosevelt High,Corona-Norco Unified,Riverside,800,486,486.0,490.0,486.0,218.0,44.86
1274,33670330110759,S,John F. Kennedy High,Corona-Norco Unified,Riverside,200,134,509.0,499.0,497.0,70.0,52.24
1275,33670333330131,S,Corona-Norco Alternative,Corona-Norco Unified,Riverside,64,0,,,,,
1276,33670333330446,S,Centennial High,Corona-Norco Unified,Riverside,737,418,494.0,514.0,482.0,203.0,48.56
1277,33670333330586,S,Lee V. Pollard High,Corona-Norco Unified,Riverside,516,2,,,,,
1278,33670333330701,S,Santiago High,Corona-Norco Unified,Riverside,822,523,498.0,512.0,499.0,259.0,49.52
1279,33670333331600,S,Corona High,Corona-Norco Unified,Riverside,622,288,470.0,480.0,468.0,109.0,37.85
1280,33670333334232,S,Norco High,Corona-Norco Unified,Riverside,528,258,482.0,496.0,476.0,111.0,43.02
1281,33670580000000,D,,Desert Sands Unified,Riverside,2489,1037,468.0,462.0,463.0,344.0,33.17
1282,33670580118885,S,Shadow Hills High,Desert Sands Unified,Riverside,371,179,436.0,428.0,434.0,36.0,20.11
1283,33670583330388,S,Palm Desert High,Desert Sands Unified,Riverside,466,259,516.0,510.0,508.0,137.0,52.9
1284,33670583330669,S,La Quinta High,Desert Sands Unified,Riverside,697,397,474.0,477.0,462.0,140.0,35.26
1285,33670583330909,S,Horizon,Desert Sands Unified,Riverside,71,2,,,,,
1286,33670583331113,S,Amistad High (Continuation),Desert Sands Unified,Riverside,200,1,,,,,
1287,33670583333192,S,Indio High,Desert Sands Unified,Riverside,452,199,424.0,403.0,430.0,30.0,15.08
1288,33670820000000,D,,Hemet Unified,Riverside,1781,477,468.0,470.0,462.0,160.0,33.54
1289,33670820106716,S,Hamilton High,Hemet Unified,Riverside,84,15,506.0,506.0,481.0,6.0,40.0
1290,33670820113159,S,Tahquitz High,Hemet Unified,Riverside,318,125,443.0,443.0,445.0,34.0,27.2
1291,33670820128363,S,College Prep High,Hemet Unified,Riverside,26,13,495.0,484.0,463.0,5.0,38.46
1292,33670823330503,S,Helen Hunt Jackson Alternative High,Hemet Unified,Riverside,72,3,,,,,
1293,33670823330537,S,West Valley High,Hemet Unified,Riverside,358,122,460.0,461.0,462.0,39.0,31.97
1294,33670823332673,S,Hemet High,Hemet Unified,Riverside,584,199,483.0,488.0,470.0,74.0,37.19
1295,33670900000000,D,,Jurupa Unified,Riverside,1519,462,448.0,460.0,446.0,126.0,27.27
1296,33670900114157,S,Patriot High,Jurupa Unified,Riverside,437,173,467.0,481.0,463.0,60.0,34.68
1297,33670900127720,S,Rivercrest Preparatory,Jurupa Unified,Riverside,16,2,,,,,
1298,33670903330412,S,Jurupa Valley High,Jurupa Unified,Riverside,386,159,438.0,447.0,439.0,37.0,23.27
1299,33670903337136,S,Rubidoux High,Jurupa Unified,Riverside,413,128,434.0,445.0,433.0,28.0,21.88
1300,33671160000000,D,,Menifee Union Elementary,Riverside,77,34,531.0,506.0,503.0,21.0,61.76
1301,33671160109843,S,Santa Rosa Academy,Menifee Union Elementary,Riverside,77,34,531.0,506.0,503.0,21.0,61.76
1302,33671240000000,D,,Moreno Valley Unified,Riverside,2556,942,435.0,442.0,433.0,200.0,21.23
1303,33671240128868,S,Moreno Valley Online Academy,Moreno Valley Unified,Riverside,55,0,,,,,
1304,33671243330396,S,Canyon Springs High,Moreno Valley Unified,Riverside,606,272,444.0,443.0,440.0,71.0,26.1
1305,33671243330438,S,Valley View High,Moreno Valley Unified,Riverside,580,259,440.0,464.0,445.0,65.0,25.1
1306,33671243331071,S,Vista del Lago High,Moreno Valley Unified,Riverside,497,199,436.0,434.0,424.0,35.0,17.59
1307,33671243333770,S,Moreno Valley High,Moreno Valley Unified,Riverside,509,212,417.0,421.0,419.0,29.0,13.68
1308,33671570000000,D,,Nuview Union,Riverside,134,110,473.0,488.0,471.0,41.0,37.27
1309,33671573331014,S,Nuview Bridge Early College High,Nuview Union,Riverside,132,110,473.0,488.0,471.0,41.0,37.27
1310,33671730000000,D,,Palm Springs Unified,Riverside,1733,636,447.0,445.0,438.0,170.0,26.73
1311,33671733330578,S,Cathedral City High,Palm Springs Unified,Riverside,573,236,443.0,440.0,432.0,56.0,23.73
1312,33671733330818,S,Desert Hot Springs High,Palm Springs Unified,Riverside,402,124,432.0,427.0,429.0,25.0,20.16
1313,33671733335130,S,Palm Springs High,Palm Springs Unified,Riverside,463,276,458.0,457.0,447.0,89.0,32.25
1314,33671810000000,D,,Palo Verde Unified,Riverside,270,60,453.0,465.0,438.0,17.0,28.33
1315,33671813331139,S,Twin Palms Continuation,Palo Verde Unified,Riverside,55,1,,,,,
1316,33671813335759,S,Palo Verde High,Palo Verde Unified,Riverside,215,59,451.0,462.0,437.0,16.0,27.12
1317,33672070000000,D,,Perris Union High,Riverside,2105,766,444.0,447.0,435.0,180.0,23.5
1318,33672070101170,S,California Military Institute,Perris Union High,Riverside,88,70,437.0,441.0,423.0,13.0,18.57
1319,33672070113191,S,Heritage High,Perris Union High,Riverside,617,283,452.0,448.0,444.0,78.0,27.56
1320,33672073330172,S,Perris Lake High (Continuation),Perris Union High,Riverside,217,1,,,,,
1321,33672073330727,S,Paloma Valley High,Perris Union High,Riverside,597,213,468.0,474.0,450.0,68.0,31.92
1322,33672073335973,S,Perris High,Perris Union High,Riverside,570,199,410.0,420.0,410.0,21.0,10.55
1323,33672150000000,D,,Riverside Unified,Riverside,3420,1432,473.0,483.0,468.0,518.0,36.17
1324,33672150115709,S,Riverside Virtual,Riverside Unified,Riverside,18,6,,,,,
1325,33672153330024,S,Arlington High,Riverside Unified,Riverside,467,221,449.0,453.0,445.0,53.0,23.98
1326,33672153330362,S,Summit View Independent Study,Riverside Unified,Riverside,176,2,,,,,
1327,33672153330511,S,Opportunity Program,Riverside Unified,Riverside,24,0,,,,,
1328,33672153330859,S,Martin Luther King Jr. High,Riverside Unified,Riverside,771,402,500.0,524.0,494.0,198.0,49.25
1329,33672153334406,S,John W. North High,Riverside Unified,Riverside,501,265,461.0,471.0,458.0,85.0,32.08
1330,33672153336237,S,Polytechnic High,Riverside Unified,Riverside,615,306,489.0,484.0,477.0,129.0,42.16
1331,33672153336492,S,Ramona High,Riverside Unified,Riverside,560,230,440.0,452.0,442.0,48.0,20.87
1332,33672490000000,D,,San Jacinto Unified,Riverside,804,224,444.0,438.0,429.0,50.0,22.32
1333,33672493331006,S,Mountain Heights Academy,San Jacinto Unified,Riverside,75,1,,,,,
1334,33672493337649,S,Mountain View High,San Jacinto Unified,Riverside,152,1,,,,,
1335,33672493337656,S,San Jacinto High,San Jacinto Unified,Riverside,539,200,440.0,432.0,425.0,38.0,19.0
1336,33672496114748,S,San Jacinto Valley Academy,San Jacinto Unified,Riverside,37,22,480.0,498.0,466.0,11.0,50.0
1337,33736760000000,D,,Coachella Valley Unified,Riverside,1298,425,409.0,419.0,409.0,50.0,11.76
1338,33736760100255,S,Desert Mirage High,Coachella Valley Unified,Riverside,466,144,412.0,404.0,414.0,14.0,9.72
1339,33736760121673,S,NOVA Academy - Coachella,Coachella Valley Unified,Riverside,47,27,406.0,408.0,403.0,3.0,11.11
1340,33736763330032,S,La Familia Continuation High,Coachella Valley Unified,Riverside,76,1,,,,,
1341,33736763330354,S,West Shores High,Coachella Valley Unified,Riverside,73,36,400.0,399.0,396.0,4.0,11.11
1342,33736763330990,S,Coachella Valley High,Coachella Valley Unified,Riverside,634,217,408.0,433.0,409.0,29.0,13.36
1343,33751760000000,D,,Lake Elsinore Unified,Riverside,1799,593,476.0,481.0,466.0,218.0,36.76
1344,33751760107920,S,Lakeside High,Lake Elsinore Unified,Riverside,446,198,457.0,460.0,454.0,55.0,27.78
1345,33751760116343,S,Keith McCarthy Academy,Lake Elsinore Unified,Riverside,106,0,,,,,
1346,33751760124859,S,Southern California Online Academy,Lake Elsinore Unified,Riverside,45,5,,,,,
1347,33751763330487,S,Temescal Canyon High,Lake Elsinore Unified,Riverside,485,204,486.0,494.0,472.0,91.0,44.61
1348,33751763332350,S,Elsinore High,Lake Elsinore Unified,Riverside,518,186,483.0,489.0,472.0,70.0,37.63
1349,33751920000000,D,,Temecula Valley Unified,Riverside,2483,1324,511.0,505.0,496.0,679.0,51.28
